n,e,pop
7008000,608000,3
7009000,608000,13
7010000,608000,13
7014000,608000,3
7015000,608000,3
7021000,608000,3
7022000,608000,3
7023000,608000,10
7140000,608000,3
7141000,608000,0
7169000,608000,3
7198000,608000,0
7202000,608000,3
7284000,608000,0
6298000,609000,13
6300000,609000,23
6301000,609000,59
6302000,609000,4
6306000,609000,4
6307000,609000,14
6308000,609000,3
6312000,609000,14
6313000,609000,3
6314000,609000,14
6315000,609000,8
6317000,609000,6
6319000,609000,0
6451000,609000,5
6459000,609000,0
6460000,609000,6
6461000,609000,3
6462000,609000,0
6463000,609000,0
6465000,609000,3
6466000,609000,14
6467000,609000,5
6469000,609000,3
6471000,609000,0
6475000,609000,3
6476000,609000,3
6483000,609000,11
6484000,609000,11
6485000,609000,10
6486000,609000,15
6487000,609000,6
6499000,609000,5
6501000,609000,27
6502000,609000,10
6505000,609000,7
6507000,609000,4
6508000,609000,15
6509000,609000,5
6511000,609000,29
6512000,609000,84
6513000,609000,26
6514000,609000,4
6515000,609000,4
6516000,609000,18
6518000,609000,0
6519000,609000,9
6520000,609000,0
6522000,609000,25
6524000,609000,15
6526000,609000,44
6527000,609000,78
6528000,609000,12
6529000,609000,20
6530000,609000,8
6531000,609000,3
6532000,609000,0
6537000,609000,0
6542000,609000,3
6545000,609000,5
6546000,609000,3
6549000,609000,0
6550000,609000,3
6554000,609000,3
6556000,609000,6
6557000,609000,9
6561000,609000,0
6565000,609000,4
6568000,609000,3
6569000,609000,7
6571000,609000,0
6572000,609000,3
6576000,609000,0
6578000,609000,3
6581000,609000,8
6582000,609000,55
6583000,609000,11
6584000,609000,29
6585000,609000,26
6586000,609000,34
6587000,609000,26
6588000,609000,3
6589000,609000,11
6590000,609000,10
6591000,609000,5
6606000,609000,19
6607000,609000,6
6608000,609000,7
6609000,609000,32
6610000,609000,9
6611000,609000,771
6613000,609000,9
6614000,609000,81
6615000,609000,6
6616000,609000,15
6617000,609000,7
6618000,609000,16
6619000,609000,15
6620000,609000,12
6623000,609000,37
6624000,609000,31
6625000,609000,62
6627000,609000,11
6628000,609000,19
6629000,609000,8
6632000,609000,10
6633000,609000,6
6638000,609000,16
6639000,609000,10
6640000,609000,5
6641000,609000,23
6642000,609000,11
6644000,609000,78
6645000,609000,603
6646000,609000,486
6647000,609000,10
6648000,609000,7
6649000,609000,43
6650000,609000,21
6651000,609000,8
6652000,609000,5
6653000,609000,13
6655000,609000,0
6656000,609000,22
6657000,609000,11
6659000,609000,0
6660000,609000,3
6672000,609000,24
6683000,609000,3
6690000,609000,21
6691000,609000,40
6694000,609000,5
6695000,609000,44
6696000,609000,60
6697000,609000,107
6698000,609000,88
6699000,609000,12
6700000,609000,6
6706000,609000,3
6719000,609000,27
6722000,609000,4
6723000,609000,179
6724000,609000,2096
6725000,609000,575
6726000,609000,201
6727000,609000,124
6745000,609000,0
6753000,609000,25
6754000,609000,32
6755000,609000,37
6756000,609000,118
6757000,609000,46
6758000,609000,10
6787000,609000,4
6790000,609000,13
6791000,609000,8
6792000,609000,9
6795000,609000,26
6796000,609000,15
6797000,609000,216
6798000,609000,1401
6799000,609000,818
6800000,609000,0
6801000,609000,44
6802000,609000,16
6804000,609000,27
6817000,609000,3
6823000,609000,34
6824000,609000,19
6825000,609000,14
6826000,609000,3
6827000,609000,19
6828000,609000,4
6829000,609000,8
6831000,609000,60
6832000,609000,99
6833000,609000,12
6834000,609000,47
6835000,609000,416
6836000,609000,961
6837000,609000,206
6841000,609000,3
6842000,609000,31
6843000,609000,160
6844000,609000,65
6846000,609000,54
6847000,609000,56
6848000,609000,19
6849000,609000,29
6850000,609000,45
6851000,609000,7
6859000,609000,3
6864000,609000,8
6865000,609000,26
6868000,609000,5
6869000,609000,0
6871000,609000,6
6872000,609000,9
6873000,609000,15
6874000,609000,35
6875000,609000,23
6876000,609000,8
6878000,609000,38
6879000,609000,35
6880000,609000,46
6883000,609000,0
6901000,609000,16
6903000,609000,0
6905000,609000,4
6906000,609000,7
6907000,609000,9
6908000,609000,9
6910000,609000,23
6911000,609000,4
6916000,609000,5
6917000,609000,23
6918000,609000,82
6919000,609000,16
6920000,609000,11
6922000,609000,22
6923000,609000,3
6924000,609000,18
6925000,609000,0
6926000,609000,25
6927000,609000,9
6928000,609000,11
6929000,609000,37
6930000,609000,27
6931000,609000,30
6932000,609000,14
6933000,609000,5
6934000,609000,25
6936000,609000,50
6937000,609000,3
6938000,609000,82
6939000,609000,51
6953000,609000,0
6986000,609000,8
7008000,609000,3
7010000,609000,9
7011000,609000,17
7012000,609000,3
7013000,609000,6
7014000,609000,46
7015000,609000,36
7016000,609000,130
7017000,609000,19
7018000,609000,7
7020000,609000,3
7021000,609000,8
7022000,609000,5
7023000,609000,0
7099000,609000,8
7140000,609000,3
6300000,610000,8
6301000,610000,16
6302000,610000,14
6303000,610000,18
6304000,610000,17
6305000,610000,3
6306000,610000,25
6307000,610000,6
6309000,610000,14
6312000,610000,3
6313000,610000,4
6314000,610000,3
6315000,610000,0
6316000,610000,0
6317000,610000,8
6318000,610000,3
6319000,610000,10
6320000,610000,3
6321000,610000,6
6322000,610000,3
6323000,610000,3
6451000,610000,4
6457000,610000,4
6460000,610000,0
6461000,610000,0
6465000,610000,3
6466000,610000,12
6467000,610000,4
6469000,610000,5
6470000,610000,0
6471000,610000,4
6483000,610000,3
6484000,610000,5
6485000,610000,26
6486000,610000,3
6487000,610000,3
6488000,610000,3
6498000,610000,9
6499000,610000,48
6500000,610000,15
6501000,610000,44
6502000,610000,36
6503000,610000,3
6504000,610000,5
6505000,610000,0
6508000,610000,5
6509000,610000,13
6510000,610000,3
6512000,610000,605
6513000,610000,17
6514000,610000,15
6515000,610000,10
6516000,610000,3
6521000,610000,0
6522000,610000,16
6524000,610000,15
6525000,610000,16
6526000,610000,12
6527000,610000,11
6529000,610000,4
6530000,610000,3
6531000,610000,9
6532000,610000,6
6539000,610000,16
6540000,610000,9
6543000,610000,3
6544000,610000,18
6545000,610000,7
6546000,610000,3
6547000,610000,3
6548000,610000,7
6549000,610000,3
6550000,610000,4
6553000,610000,15
6554000,610000,6
6556000,610000,9
6557000,610000,5
6558000,610000,3
6565000,610000,3
6566000,610000,3
6568000,610000,17
6569000,610000,11
6570000,610000,18
6571000,610000,3
6574000,610000,9
6576000,610000,4
6577000,610000,3
6582000,610000,0
6583000,610000,7
6584000,610000,39
6585000,610000,58
6586000,610000,160
6587000,610000,11
6591000,610000,57
6592000,610000,9
6604000,610000,9
6605000,610000,3
6606000,610000,16
6607000,610000,27
6608000,610000,31
6609000,610000,3
6610000,610000,36
6611000,610000,167
6612000,610000,8
6613000,610000,32
6614000,610000,19
6615000,610000,36
6616000,610000,3
6618000,610000,7
6619000,610000,38
6620000,610000,3
6621000,610000,11
6622000,610000,32
6623000,610000,17
6626000,610000,3
6628000,610000,24
6629000,610000,4
6630000,610000,16
6631000,610000,14
6632000,610000,5
6639000,610000,3
6641000,610000,14
6644000,610000,43
6645000,610000,364
6646000,610000,4
6647000,610000,8
6648000,610000,7
6649000,610000,12
6650000,610000,7
6652000,610000,19
6653000,610000,10
6655000,610000,4
6656000,610000,4
6657000,610000,20
6658000,610000,100
6659000,610000,5
6660000,610000,7
6661000,610000,13
6666000,610000,5
6667000,610000,21
6668000,610000,14
6669000,610000,3
6671000,610000,13
6672000,610000,7
6691000,610000,14
6692000,610000,3
6693000,610000,10
6694000,610000,48
6695000,610000,39
6696000,610000,524
6697000,610000,333
6698000,610000,27
6706000,610000,0
6707000,610000,3
6724000,610000,467
6725000,610000,435
6726000,610000,130
6727000,610000,171
6729000,610000,0
6736000,610000,4
6745000,610000,3
6753000,610000,30
6754000,610000,68
6755000,610000,31
6756000,610000,509
6757000,610000,99
6758000,610000,4
6786000,610000,3
6788000,610000,35
6789000,610000,4
6795000,610000,26
6797000,610000,1389
6798000,610000,3322
6799000,610000,788
6800000,610000,614
6801000,610000,255
6802000,610000,14
6803000,610000,14
6804000,610000,24
6823000,610000,17
6824000,610000,3
6825000,610000,3
6831000,610000,11
6832000,610000,16
6835000,610000,190
6836000,610000,438
6837000,610000,723
6842000,610000,202
6843000,610000,369
6844000,610000,1771
6845000,610000,2317
6846000,610000,434
6847000,610000,114
6848000,610000,37
6849000,610000,88
6850000,610000,35
6854000,610000,4
6864000,610000,5
6865000,610000,19
6866000,610000,7
6871000,610000,20
6872000,610000,0
6873000,610000,17
6874000,610000,7
6875000,610000,15
6879000,610000,0
6880000,610000,30
6883000,610000,9
6890000,610000,0
6901000,610000,31
6902000,610000,7
6906000,610000,39
6907000,610000,17
6910000,610000,72
6911000,610000,5
6917000,610000,4
6918000,610000,42
6919000,610000,14
6920000,610000,16
6921000,610000,31
6922000,610000,41
6924000,610000,10
6926000,610000,14
6927000,610000,180
6928000,610000,156
6929000,610000,15
6930000,610000,33
6931000,610000,51
6932000,610000,30
6933000,610000,25
6934000,610000,24
6935000,610000,15
6936000,610000,3
6937000,610000,13
6938000,610000,24
6952000,610000,0
6985000,610000,11
6986000,610000,6
7007000,610000,3
7008000,610000,14
7009000,610000,9
7010000,610000,45
7011000,610000,37
7012000,610000,5
7013000,610000,46
7014000,610000,69
7015000,610000,60
7016000,610000,26
7017000,610000,13
7018000,610000,18
7019000,610000,15
7020000,610000,6
7021000,610000,12
7022000,610000,12
7090000,610000,4
7096000,610000,6
7098000,610000,3
7099000,610000,13
7100000,610000,38
7101000,610000,10
7117000,610000,8
7118000,610000,9
7119000,610000,9
7123000,610000,3
7124000,610000,4
7203000,610000,4
7214000,610000,3
7268000,610000,3
7282000,610000,0
7284000,610000,3
6300000,611000,5
6301000,611000,3
6303000,611000,9
6304000,611000,14
6305000,611000,14
6306000,611000,18
6307000,611000,26
6308000,611000,6
6309000,611000,74
6312000,611000,3
6314000,611000,5
6315000,611000,6
6316000,611000,0
6317000,611000,0
6318000,611000,5
6319000,611000,10
6320000,611000,12
6321000,611000,21
6322000,611000,22
6323000,611000,14
6325000,611000,3
6455000,611000,3
6461000,611000,0
6465000,611000,0
6466000,611000,8
6467000,611000,3
6483000,611000,21
6484000,611000,15
6485000,611000,13
6487000,611000,8
6498000,611000,0
6499000,611000,21
6501000,611000,16
6502000,611000,3
6504000,611000,41
6506000,611000,3
6507000,611000,15
6508000,611000,9
6509000,611000,15
6510000,611000,13
6512000,611000,238
6513000,611000,3
6515000,611000,3
6516000,611000,16
6517000,611000,17
6518000,611000,3
6519000,611000,11
6520000,611000,5
6522000,611000,21
6523000,611000,32
6524000,611000,24
6525000,611000,22
6526000,611000,5
6539000,611000,6
6544000,611000,0
6545000,611000,0
6546000,611000,4
6547000,611000,5
6548000,611000,3
6549000,611000,3
6551000,611000,3
6555000,611000,0
6556000,611000,3
6557000,611000,7
6558000,611000,0
6568000,611000,10
6569000,611000,0
6570000,611000,10
6572000,611000,14
6574000,611000,3
6575000,611000,5
6576000,611000,5
6582000,611000,6
6583000,611000,20
6584000,611000,3
6586000,611000,6
6588000,611000,13
6589000,611000,67
6590000,611000,116
6591000,611000,0
6592000,611000,11
6596000,611000,32
6602000,611000,13
6603000,611000,3
6606000,611000,37
6607000,611000,28
6608000,611000,29
6609000,611000,27
6611000,611000,13
6612000,611000,87
6613000,611000,27
6614000,611000,18
6615000,611000,5
6616000,611000,0
6617000,611000,13
6618000,611000,12
6619000,611000,16
6620000,611000,0
6621000,611000,10
6622000,611000,4
6623000,611000,8
6625000,611000,3
6626000,611000,21
6627000,611000,21
6628000,611000,3
6629000,611000,4
6630000,611000,5
6632000,611000,22
6633000,611000,3
6638000,611000,5
6640000,611000,6
6641000,611000,14
6642000,611000,7
6643000,611000,8
6644000,611000,22
6649000,611000,4
6650000,611000,6
6651000,611000,3
6656000,611000,6
6657000,611000,10
6658000,611000,6
6659000,611000,18
6660000,611000,32
6661000,611000,4
6665000,611000,3
6666000,611000,7
6668000,611000,3
6669000,611000,0
6671000,611000,3
6673000,611000,3
6674000,611000,20
6675000,611000,40
6689000,611000,14
6691000,611000,8
6692000,611000,14
6693000,611000,9
6694000,611000,3
6695000,611000,20
6696000,611000,13
6697000,611000,43
6698000,611000,114
6708000,611000,7
6709000,611000,4
6714000,611000,0
6723000,611000,22
6724000,611000,135
6725000,611000,641
6726000,611000,264
6727000,611000,79
6737000,611000,4
6745000,611000,0
6752000,611000,42
6753000,611000,98
6754000,611000,25
6755000,611000,75
6756000,611000,85
6757000,611000,53
6784000,611000,0
6789000,611000,5
6794000,611000,10
6795000,611000,24
6796000,611000,26
6797000,611000,507
6798000,611000,731
6799000,611000,76
6800000,611000,111
6801000,611000,3
6803000,611000,3
6809000,611000,3
6810000,611000,7
6822000,611000,6
6824000,611000,4
6825000,611000,8
6836000,611000,165
6837000,611000,161
6841000,611000,0
6842000,611000,275
6843000,611000,95
6844000,611000,362
6845000,611000,2989
6846000,611000,651
6847000,611000,1046
6848000,611000,336
6849000,611000,48
6854000,611000,6
6855000,611000,0
6864000,611000,3
6865000,611000,3
6867000,611000,41
6868000,611000,33
6869000,611000,4
6871000,611000,5
6872000,611000,12
6873000,611000,19
6874000,611000,0
6880000,611000,19
6881000,611000,12
6882000,611000,7
6883000,611000,9
6896000,611000,7
6897000,611000,7
6900000,611000,6
6901000,611000,18
6902000,611000,5
6905000,611000,0
6906000,611000,36
6910000,611000,35
6911000,611000,24
6917000,611000,3
6918000,611000,33
6919000,611000,75
6920000,611000,12
6921000,611000,47
6922000,611000,57
6923000,611000,5
6924000,611000,31
6925000,611000,60
6926000,611000,54
6927000,611000,131
6928000,611000,121
6929000,611000,20
6930000,611000,27
6931000,611000,40
6932000,611000,9
6933000,611000,20
6936000,611000,7
6937000,611000,48
6938000,611000,0
6949000,611000,7
6950000,611000,4
6952000,611000,3
6955000,611000,3
7006000,611000,8
7007000,611000,124
7008000,611000,27
7009000,611000,8
7010000,611000,10
7011000,611000,12
7012000,611000,28
7013000,611000,11
7014000,611000,17
7015000,611000,5
7016000,611000,20
7017000,611000,3
7019000,611000,5
7063000,611000,7
7091000,611000,20
7092000,611000,22
7099000,611000,9
7100000,611000,5
7101000,611000,3
7116000,611000,3
7117000,611000,22
7118000,611000,4
7124000,611000,3
7264000,611000,9
7267000,611000,3
7269000,611000,4
7281000,611000,9
7282000,611000,3
7317000,611000,4
6300000,612000,3
6301000,612000,14
6302000,612000,18
6308000,612000,8
6309000,612000,4
6311000,612000,3
6312000,612000,13
6313000,612000,0
6314000,612000,7
6315000,612000,3
6316000,612000,9
6317000,612000,5
6318000,612000,11
6319000,612000,7
6320000,612000,7
6321000,612000,7
6322000,612000,10
6323000,612000,7
6324000,612000,5
6325000,612000,3
6326000,612000,35
6327000,612000,10
6451000,612000,3
6454000,612000,0
6458000,612000,4
6466000,612000,0
6483000,612000,6
6484000,612000,109
6485000,612000,20
6486000,612000,3
6499000,612000,3
6500000,612000,7
6501000,612000,7
6502000,612000,19
6503000,612000,141
6504000,612000,77
6505000,612000,28
6506000,612000,14
6507000,612000,0
6508000,612000,11
6509000,612000,26
6512000,612000,88
6513000,612000,13
6515000,612000,9
6516000,612000,0
6517000,612000,3
6520000,612000,24
6521000,612000,8
6522000,612000,8
6523000,612000,3
6524000,612000,7
6525000,612000,9
6526000,612000,6
6527000,612000,3
6529000,612000,0
6530000,612000,11
6531000,612000,3
6541000,612000,0
6546000,612000,6
6547000,612000,3
6549000,612000,9
6550000,612000,4
6552000,612000,4
6553000,612000,14
6554000,612000,0
6555000,612000,0
6557000,612000,9
6558000,612000,7
6559000,612000,5
6566000,612000,7
6567000,612000,4
6568000,612000,3
6571000,612000,7
6572000,612000,238
6573000,612000,110
6574000,612000,21
6575000,612000,8
6576000,612000,12
6583000,612000,10
6584000,612000,30
6587000,612000,7
6588000,612000,169
6589000,612000,60
6590000,612000,5
6591000,612000,12
6593000,612000,6
6594000,612000,3
6596000,612000,15
6599000,612000,28
6600000,612000,9
6601000,612000,3
6602000,612000,6
6604000,612000,9
6605000,612000,14
6606000,612000,53
6607000,612000,43
6608000,612000,13
6609000,612000,10
6611000,612000,13
6612000,612000,14
6613000,612000,17
6614000,612000,11
6616000,612000,11
6617000,612000,24
6618000,612000,28
6619000,612000,13
6620000,612000,21
6623000,612000,5
6624000,612000,6
6625000,612000,18
6626000,612000,17
6627000,612000,8
6628000,612000,0
6629000,612000,0
6630000,612000,3
6631000,612000,4
6632000,612000,16
6636000,612000,3
6639000,612000,0
6640000,612000,15
6641000,612000,33
6642000,612000,28
6643000,612000,17
6644000,612000,12
6650000,612000,7
6651000,612000,3
6654000,612000,0
6657000,612000,3
6659000,612000,15
6660000,612000,6
6661000,612000,13
6663000,612000,8
6665000,612000,3
6666000,612000,15
6669000,612000,5
6672000,612000,25
6673000,612000,3
6674000,612000,5
6685000,612000,0
6687000,612000,4
6694000,612000,3
6695000,612000,42
6696000,612000,26
6697000,612000,0
6698000,612000,65
6699000,612000,53
6707000,612000,3
6714000,612000,19
6723000,612000,6
6724000,612000,112
6725000,612000,22
6726000,612000,355
6727000,612000,735
6728000,612000,255
6745000,612000,0
6752000,612000,112
6753000,612000,111
6754000,612000,88
6755000,612000,50
6763000,612000,3
6787000,612000,23
6788000,612000,174
6794000,612000,3
6795000,612000,6
6797000,612000,87
6798000,612000,804
6799000,612000,52
6800000,612000,40
6804000,612000,3
6806000,612000,80
6807000,612000,23
6809000,612000,0
6814000,612000,0
6815000,612000,0
6820000,612000,8
6821000,612000,6
6822000,612000,4
6823000,612000,3
6832000,612000,4
6833000,612000,0
6836000,612000,13
6837000,612000,10
6839000,612000,4
6841000,612000,52
6842000,612000,70
6843000,612000,24
6844000,612000,47
6845000,612000,2109
6846000,612000,932
6847000,612000,686
6848000,612000,211
6849000,612000,44
6850000,612000,21
6851000,612000,30
6854000,612000,10
6855000,612000,17
6864000,612000,10
6867000,612000,4
6868000,612000,30
6872000,612000,11
6873000,612000,14
6878000,612000,5
6879000,612000,4
6880000,612000,14
6881000,612000,36
6882000,612000,3
6883000,612000,11
6892000,612000,5
6894000,612000,4
6895000,612000,13
6896000,612000,8
6897000,612000,3
6904000,612000,3
6905000,612000,3
6906000,612000,31
6910000,612000,69
6911000,612000,25
6919000,612000,13
6920000,612000,0
6921000,612000,73
6922000,612000,83
